product_name,brands,categories,countries,ingredients_text,nutriments,scraped_at
6111266962569,Jaouda,,en:Morocco,"حليب طري كامل الدسم, قطع التوت البري, سكر, مسحوق الحليب, نشا الذرة, نكهة طبيعية","{'carbohydrates': 15.5, 'carbohydrates_100g': 14.1, 'carbohydrates_serving': 15.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 15.5, 'energy': 414, 'energy-kcal': 99, 'energy-kcal_100g': 90, 'energy-kcal_serving': 99, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 99, 'energy-kcal_value_computed': 98.5, 'energy_100g': 376, 'energy_serving': 414, 'energy_unit': 'kcal', 'energy_value': 99, 'fat': 2.5, 'fat_100g': 2.27, 'fat_serving': 2.5, 'fat_unit': 'g', 'fat_value': 2.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'proteins': 3.5, 'proteins_100g': 3.18, 'proteins_serving': 3.5, 'proteins_unit': 'g', 'proteins_value': 3.5, 'salt': 0.15, 'salt_100g': 0.136, 'salt_serving': 0.15, 'salt_unit': 'g', 'salt_value': 0.15, 'saturated-fat': 1.5, 'saturated-fat_100g': 1.36, 'saturated-fat_serving': 1.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.5, 'sodium': 0.06, 'sodium_100g': 0.0545, 'sodium_serving': 0.06, 'sodium_unit': 'g', 'sodium_value': 0.06, 'sugars': 15.5, 'sugars_100g': 14.1, 'sugars_serving': 15.5, 'sugars_unit': 'g', 'sugars_value': 15.5}",2025-11-27 18:00:13
Baked Beans,Branston,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Meals, Prepared vegetables, Canned legumes, Baked beans in tomato sauce, Canned common beans","France,United Kingdom","Beans (51%), Tomatoes (38%), Water, Sugar, Modified Maize Starch, Reduced Sodium Sea Salt, Spirit Vinegar, Salt, Paprika, White Pepper, Spices, Flavourings.","{'carbohydrates': 12.5, 'carbohydrates_100g': 12.5, 'carbohydrates_serving': 25.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 12.5, 'carbon-footprint-from-known-ingredients_100g': 121, 'carbon-footprint-from-known-ingredients_product': 496, 'carbon-footprint-from-known-ingredients_serving': 248, 'energy': 359, 'energy-kcal': 85, 'energy-kcal_100g': 85, 'energy-kcal_serving': 174, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 85, 'energy-kcal_value_computed': 85.6, 'energy-kj': 359, 'energy-kj_100g': 359, 'energy-kj_serving': 736, 'energy-kj_unit': 'kJ', 'energy-kj_value': 359, 'energy-kj_value_computed': 360.1, 'energy_100g': 359, 'energy_serving': 736, 'energy_unit': 'kJ', 'energy_value': 359, 'fat': 0.6, 'fat_100g': 0.6, 'fat_serving': 1.23, 'fat_unit': 'g', 'fat_value': 0.6, 'fiber': 5.9, 'fiber_100g': 5.9, 'fiber_serving': 12.1, 'fiber_unit': 'g', 'fiber_value': 5.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 94.7312400212879, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 94.7312400212879, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 94.7312400212879, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 94.7312400212879, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -5, 'nutrition-score-fr_100g': -5, 'proteins': 4.6, 'proteins_100g': 4.6, 'proteins_serving': 9.43, 'proteins_unit': 'g', 'proteins_value': 4.6, 'salt': 0.6, 'salt_100g': 0.6, 'salt_serving': 1.23, 'salt_unit': 'g', 'salt_value': 0.6, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.205, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.24, 'sodium_100g': 0.24, 'sodium_serving': 0.492, 'sodium_unit': 'g', 'sodium_value': 0.24, 'sugars': 4.7, 'sugars_100g': 4.7, 'sugars_serving': 9.63, 'sugars_unit': 'g', 'sugars_value': 4.7}",2025-11-27 18:00:13
Danao Pèche-Abricot,Danone,"Aliments et boissons à base de végétaux, Boissons, Produits laitiers, Boissons à base de végétaux, Boissons lactées, Boissons aux fruits, Boissons au fruit et au lait","France,Morocco","Eau, Lait écrémé, Sucre, Concentré de jus de fruit (Pomme, Moricol, Pêche), Stabilisant (Gomme de Cellulose), Régulateur d'acidité (Acide citrique), Arômes, Epaississant (Gomme de Guor), Colorant (Beto Carotène), MG: 0.01%.","{'calcium': 0.019, 'calcium_100g': 0.019, 'calcium_unit': 'mg', 'calcium_value': 19, 'carbohydrates': 8.7, 'carbohydrates_100g': 8.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 8.7, 'energy': 155, 'energy-kcal': 37, 'energy-kcal_100g': 37, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 37, 'energy-kcal_value_computed': 36.89, 'energy_100g': 155, 'energy_unit': 'kcal', 'energy_value': 37, 'fat': 0.01, 'fat_100g': 0.01, 'fat_unit': 'g', 'fat_value': 0.01, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 3.955, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 3.955, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 3.955, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 3.955, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 9, 'nutrition-score-fr_100g': 9, 'phosphorus': 0.013, 'phosphorus_100g': 0.013, 'phosphorus_unit': 'mg', 'phosphorus_value': 13, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0.01, 'saturated-fat_100g': 0.01, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.01, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 7.9, 'sugars_100g': 7.9, 'sugars_unit': 'g', 'sugars_value': 7.9}",2025-11-27 18:00:13
La Biscotte 96% de céréales,Heudebert,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks","France,Réunion","Farine de blé 96 %, huile de palme, sucre, levure, sel, émulsifiants (E471, E481), agent de traitement de la farine (acide ascorbique).","{'carbohydrates': 73, 'carbohydrates_100g': 73, 'carbohydrates_serving': 6.44, 'carbohydrates_unit': 'g', 'carbohydrates_value': 73, 'carbon-footprint-from-known-ingredients_100g': 115.68, 'carbon-footprint-from-known-ingredients_product': 347, 'carbon-footprint-from-known-ingredients_serving': 10.2, 'energy': 1722, 'energy-kcal': 408, 'energy-kcal_100g': 408, 'energy-kcal_serving': 36, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 408, 'energy-kcal_value_computed': 408.9, 'energy-kj': 1722, 'energy-kj_100g': 1722, 'energy-kj_serving': 152, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1722, 'energy-kj_value_computed': 1726.9, 'energy_100g': 1722, 'energy_serving': 152, 'energy_unit': 'kJ', 'energy_value': 1722, 'fat': 7.3, 'fat_100g': 7.3, 'fat_serving': 0.644, 'fat_unit': 'g', 'fat_value': 7.3, 'fiber': 3.6, 'fiber_100g': 3.6, 'fiber_serving': 0.318, 'fiber_unit': 'g', 'fiber_value': 3.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 13, 'nutrition-score-fr_100g': 13, 'proteins': 11, 'proteins_100g': 11, 'proteins_serving': 0.97, 'proteins_unit': 'g', 'proteins_value': 11, 'salt': 1.2, 'salt_100g': 1.2, 'salt_serving': 0.106, 'salt_unit': 'g', 'salt_value': 1.2, 'saturated-fat': 3.4, 'saturated-fat_100g': 3.4, 'saturated-fat_serving': 0.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.4, 'sodium': 0.48, 'sodium_100g': 0.48, 'sodium_serving': 0.0423, 'sodium_unit': 'g', 'sodium_value': 0.48, 'sugars': 6.8, 'sugars_100g': 6.8, 'sugars_serving': 0.6, 'sugars_unit': 'g', 'sugars_value': 6.8}",2025-11-27 18:00:13
Kinder Bueno,Kinder,"Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Confiseries chocolatées,Barres,Barres chocolatées,Barres chocolatées biscuitées,Barres chocolatées biscuitées aux noisettes","Algérie,Belgique,Allemagne,Italie,Maroc,Espagne,Suisse,Tunisie,Royaume-Uni,États-Unis,France","milk chocolate 31,5 % (sugar, cocoa butter, cocoa mass, skimmed milk powder, concentrated butter, emulsifiers: lecithins [soya], vanillin), sugar, palm oil, wheat flour, ground hazelnuts 10,8%, skimmed milk powder, milk powder, dark chocolate (sugar, cocoa mass, cocoa butter, emulsifiers: lecithins [soya], vanillin), lean cocoa, emulsifiers: lecithins [soya], raising agents (sodium acid carbonate, ammonium acid carbonate), salt, vanillin,","{'carbohydrates': 49.5, 'carbohydrates_100g': 49.5, 'carbohydrates_prepared': 10.6, 'carbohydrates_prepared_100g': 49.3, 'carbohydrates_prepared_serving': 10.6, 'carbohydrates_prepared_unit': 'g', 'carbohydrates_prepared_value': 10.6, 'carbohydrates_serving': 10.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 49.5, 'carbon-footprint-from-known-ingredients_product': 79.9, 'carbon-footprint-from-known-ingredients_serving': 40, 'energy': 2384, 'energy-kcal': 572, 'energy-kcal_100g': 572, 'energy-kcal_prepared': 122, 'energy-kcal_prepared_100g': 567, 'energy-kcal_prepared_serving': 122, 'energy-kcal_prepared_unit': 'kcal', 'energy-kcal_prepared_value': 122, 'energy-kcal_serving': 123, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 572, 'energy-kcal_value_computed': 568.1, 'energy-kj': 2384, 'energy-kj_100g': 2384, 'energy-kj_prepared': 510, 'energy-kj_prepared_100g': 2370, 'energy-kj_prepared_serving': 510, 'energy-kj_prepared_unit': 'kJ', 'energy-kj_prepared_value': 510, 'energy-kj_serving': 513, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2384, 'energy-kj_value_computed': 2367.8, 'energy_100g': 2384, 'energy_prepared': 510, 'energy_prepared_100g': 2370, 'energy_prepared_serving': 510, 'energy_prepared_unit': 'kJ', 'energy_prepared_value': 510, 'energy_serving': 513, 'energy_unit': 'kJ', 'energy_value': 2384, 'fat': 37.3, 'fat_100g': 37.3, 'fat_prepared': 8, 'fat_prepared_100g': 37.2, 'fat_prepared_serving': 8, 'fat_prepared_unit': 'g', 'fat_prepared_value': 8, 'fat_serving': 8.02, 'fat_unit': 'g', 'fat_value': 37.3, 'fiber_prepared': 0, 'fiber_prepared_100g': 0, 'fiber_prepared_serving': 0, 'fiber_prepared_unit': 'g', 'fiber_prepared_value': 0, 'fiber_unit': 'g', 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 10.8, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 10.8, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 30, 'nutrition-score-fr_100g': 30, 'proteins': 8.6, 'proteins_100g': 8.6, 'proteins_prepared': 1.8, 'proteins_prepared_100g': 8.37, 'proteins_prepared_serving': 1.8, 'proteins_prepared_unit': 'g', 'proteins_prepared_value': 1.8, 'proteins_serving': 1.85, 'proteins_unit': 'g', 'proteins_value': 8.6, 'salt': 0.272, 'salt_100g': 0.272, 'salt_prepared': 0.058, 'salt_prepared_100g': 0.27, 'salt_prepared_serving': 0.058, 'salt_prepared_unit': 'g', 'salt_prepared_value': 0.058, 'salt_serving': 0.0585, 'salt_unit': 'g', 'salt_value': 0.272, 'saturated-fat': 17.3, 'saturated-fat_100g': 17.3, 'saturated-fat_prepared': 3.7, 'saturated-fat_prepared_100g': 17.2, 'saturated-fat_prepared_serving': 3.7, 'saturated-fat_prepared_unit': 'g', 'saturated-fat_prepared_value': 3.7, 'saturated-fat_serving': 3.72, 'saturated-fat_unit': 'g', 'saturated-fat_value': 17.3, 'sodium': 0.1088, 'sodium_100g': 0.1088, 'sodium_prepared': 0.0232, 'sodium_prepared_100g': 0.108, 'sodium_prepared_serving': 0.0232, 'sodium_prepared_unit': 'g', 'sodium_prepared_value': 0.0232, 'sodium_serving': 0.0234, 'sodium_unit': 'g', 'sodium_value': 0.1088, 'sugars': 41.2, 'sugars_100g': 41.2, 'sugars_prepared': 8.9, 'sugars_prepared_100g': 41.4, 'sugars_prepared_serving': 8.9, 'sugars_prepared_unit': 'g', 'sugars_prepared_value': 8.9, 'sugars_serving': 8.86, 'sugars_unit': 'g', 'sugars_value': 41.2}",2025-11-27 18:00:13
,Bol Bol,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Sauces, Sauces au soja","France,Maroc","Soja, farine de blé, eau, sel, sucre, colorant caramel, sorbate de potassium","{'carbohydrates': 1.7, 'carbohydrates_100g': 11.3, 'carbohydrates_serving': 1.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1.7, 'cholesterol': 0, 'cholesterol_100g': 0, 'cholesterol_serving': 0, 'cholesterol_unit': 'mg', 'cholesterol_value': 0, 'energy': 44, 'energy-kcal': 10.4, 'energy-kcal_100g': 69.3, 'energy-kcal_serving': 10.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 10.4, 'energy-kcal_value_computed': 10.8, 'energy_100g': 293, 'energy_serving': 44, 'energy_unit': 'kcal', 'energy_value': 10.4, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 1, 'proteins_100g': 6.67, 'proteins_serving': 1, 'proteins_unit': 'g', 'proteins_value': 1, 'salt': 2.4, 'salt_100g': 16, 'salt_serving': 2.4, 'salt_unit': 'mg', 'salt_value': 2400, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.96, 'sodium_100g': 6.4, 'sodium_serving': 0.96, 'sodium_unit': 'mg', 'sodium_value': 960, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 18:00:13
Yogurt Bnine BANANA,Jaouda,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés aromatisés, Yaourts au lait de vache, Yaourts aromatisés","France,Morocco","Lait Frais Partiellement Écrémé, Poudre De Lait Écrémé, Sucre, Arôme, Ferments Lactiques.","{'calcium': 0.15, 'calcium_100g': 0.15, 'calcium_unit': 'g', 'calcium_value': 0.15, 'carbohydrates': 14.3, 'carbohydrates_100g': 14.3, 'carbohydrates_unit': 'g', 'carbohydrates_value': 14.3, 'energy': 369, 'energy-kcal': 88.1, 'energy-kcal_100g': 88.1, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 88.1, 'energy-kcal_value_computed': 88.1, 'energy_100g': 369, 'energy_unit': 'kcal', 'energy_value': 88.1, 'fat': 1.7, 'fat_100g': 1.7, 'fat_unit': 'g', 'fat_value': 1.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 3, 'nutrition-score-fr_100g': 3, 'proteins': 3.9, 'proteins_100g': 3.9, 'proteins_unit': 'g', 'proteins_value': 3.9, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 1.2, 'saturated-fat_100g': 1.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.2, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 9.3, 'sugars_100g': 9.3, 'sugars_unit': 'g', 'sugars_value': 9.3}",2025-11-27 18:00:13
Wheat Biscuits,By Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Sweet snacks, Cereals and their products, Biscuits and cakes, Breakfast cereals, Biscuits",en:gb,"British Wholegrain Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin), Folic Acid.","{'carbohydrates': 68.1, 'carbohydrates_100g': 68.1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 68.1, 'energy': 1498, 'energy-kcal': 358, 'energy-kcal_100g': 358, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 358, 'energy-kcal_value_computed': 358.4, 'energy_100g': 1498, 'energy_unit': 'kcal', 'energy_value': 358, 'fat': 2, 'fat_100g': 2, 'fat_unit': 'g', 'fat_value': 2, 'fiber': 10, 'fiber_100g': 10, 'fiber_unit': 'g', 'fiber_value': 10, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 12, 'proteins_100g': 12, 'proteins_unit': 'g', 'proteins_value': 12, 'salt': 0.28, 'salt_100g': 0.28, 'salt_unit': 'g', 'salt_value': 0.28, 'saturated-fat': 0.6, 'saturated-fat_100g': 0.6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.6, 'sodium': 0.112, 'sodium_100g': 0.112, 'sodium_unit': 'g', 'sodium_value': 0.112, 'sugars': 4.4, 'sugars_100g': 4.4, 'sugars_unit': 'g', 'sugars_value': 4.4}",2025-11-27 18:00:13
,Khayrat,"Plant-based foods and beverages, Dairies, Fermented foods, Plant-based foods, Fermented milk products, Cheeses, Spreads, Plant-based spreads, Salted spreads, Cheese spreads, Cheese spreads substitutes, Melted-cheese, en:processed-cheeses",Maroc,"Eau, MGV, fromages, Poudre de lait écrémé, Protéines de lait, Sels de fonte: (E331, E339, E450, E452), Sel, E202","{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'calcium': 0.33, 'calcium_100g': 0.33, 'calcium_unit': 'mg', 'calcium_value': 330, 'carbohydrates': 6, 'carbohydrates_100g': 6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 6, 'energy': 1052, 'energy-kcal': 253, 'energy-kcal_100g': 253, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 253, 'energy-kcal_value_computed': 253, 'energy-kj': 1052, 'energy-kj_100g': 1052, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1052, 'energy-kj_value_computed': 1049, 'energy_100g': 1052, 'energy_unit': 'kJ', 'energy_value': 1052, 'fat': 21, 'fat_100g': 21, 'fat_unit': 'g', 'fat_value': 21, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'proteins': 10, 'proteins_100g': 10, 'proteins_unit': 'g', 'proteins_value': 10}",2025-11-27 18:00:13
Shortbread Fingers,Walker’s,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Shortbread cookies,Shortbread",United Kingdom,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), butter (milk) (34%), sugar, salt.","{'carbohydrates': 58.4, 'carbohydrates_100g': 58.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 58.4, 'energy': 2226, 'energy-kcal': 533, 'energy-kcal_100g': 533, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 533, 'energy-kcal_value_computed': 532.9, 'energy-kj': 2226, 'energy-kj_100g': 2226, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2226, 'energy-kj_value_computed': 2225.9, 'energy_100g': 2226, 'energy_unit': 'kJ', 'energy_value': 2226, 'fat': 30.3, 'fat_100g': 30.3, 'fat_unit': 'g', 'fat_value': 30.3, 'fiber': 2.1, 'fiber_100g': 2.1, 'fiber_unit': 'g', 'fiber_value': 2.1, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 23, 'nutrition-score-fr_100g': 23, 'proteins': 5.6, 'proteins_100g': 5.6, 'proteins_unit': 'g', 'proteins_value': 5.6, 'salt': 0.7, 'salt_100g': 0.7, 'salt_unit': 'g', 'salt_value': 0.7, 'saturated-fat': 18.9, 'saturated-fat_100g': 18.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 18.9, 'sodium': 0.28, 'sodium_100g': 0.28, 'sodium_unit': 'g', 'sodium_value': 0.28, 'sugars': 16.2, 'sugars_100g': 16.2, 'sugars_unit': 'g', 'sugars_value': 16.2}",2025-11-27 18:00:13
Huile d'olive bio,PRIMADONNA,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Produits de l'olivier,Huiles,Huiles d'olive,Huiles d'olive vierges extra,Huiles d'olive vierges",France,Huile d'olive vierge extra.,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 3464, 'energy-kcal': 828, 'energy-kcal_100g': 828, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 828, 'energy-kcal_value_computed': 828, 'energy_100g': 3464, 'energy_unit': 'kcal', 'energy_value': 828, 'fat': 92, 'fat_100g': 92, 'fat_unit': 'g', 'fat_value': 92, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 100, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 100, 'nova-group': 2, 'nova-group_100g': 2, 'nova-group_serving': 2, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 14, 'saturated-fat_100g': 14, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 18:00:13
