product_name,brands,categories,countries,ingredients_text,nutriments,scraped_at
,,"Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads, en:processed-cheeses",en:Morocco,"lait, crème reconstituée, matière grasse laitière, fromages, huile de palme, sels de fonte (E452, E450), sel, stabilisant carraghénane, conservateur : sorbate de potassium, vitamine A, vitamine D","{'carbohydrates': 1, 'carbohydrates_100g': 1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 1, 'energy': 1202, 'energy-kcal': 287, 'energy-kcal_100g': 287, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 287, 'energy-kcal_value_computed': 260, 'energy-kj': 1202, 'energy-kj_100g': 1202, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1202, 'energy-kj_value_computed': 1075, 'energy_100g': 1202, 'energy_unit': 'kJ', 'energy_value': 1202, 'fat': 24, 'fat_100g': 24, 'fat_unit': 'g', 'fat_value': 24, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 14, 'nutrition-score-fr_100g': 14, 'proteins': 10, 'proteins_100g': 10, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 1, 'salt_100g': 1, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 13, 'saturated-fat_100g': 13, 'saturated-fat_unit': 'g', 'saturated-fat_value': 13, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 5, 'sugars_100g': 5, 'sugars_unit': 'g', 'sugars_value': 5, 'vitamin-a': 0.00024, 'vitamin-a_100g': 0.00024, 'vitamin-a_unit': 'g', 'vitamin-a_value': 0.00024}",2025-11-27 17:58:31
Pork Sausages,Heck!,"Meats and their products,Meats,Prepared meats,Sausages,Pork sausages","France,United Kingdom","British Pork (97%), Seasoning (Salt, Gluten Free Rice Flour, Spices, Sugar, Preservative (Sodium Sulphite**), Antioxidant (Ascorbic Acid))","{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'carbon-footprint-from-known-ingredients_100g': 717.8, 'carbon-footprint-from-known-ingredients_product': 2870, 'carbon-footprint-from-known-ingredients_serving': 797, 'carbon-footprint-from-meat-or-fish_100g': 717.8, 'carbon-footprint-from-meat-or-fish_product': 2870, 'carbon-footprint-from-meat-or-fish_serving': 797, 'energy': 1142, 'energy-kcal': 273, 'energy-kcal_100g': 246, 'energy-kcal_serving': 273, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 273, 'energy-kcal_value_computed': 276, 'energy_100g': 1030, 'energy_serving': 1142, 'energy_unit': 'kcal', 'energy_value': 273, 'fat': 20, 'fat_100g': 18, 'fat_serving': 20, 'fat_unit': 'g', 'fat_value': 20, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 16, 'nutrition-score-fr_100g': 16, 'proteins': 24, 'proteins_100g': 21.6, 'proteins_serving': 24, 'proteins_unit': 'g', 'proteins_value': 24, 'salt': 1.6, 'salt_100g': 1.44, 'salt_serving': 1.6, 'salt_unit': 'g', 'salt_value': 1.6, 'saturated-fat': 6.9, 'saturated-fat_100g': 6.22, 'saturated-fat_serving': 6.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.9, 'sodium': 0.64, 'sodium_100g': 0.577, 'sodium_serving': 0.64, 'sodium_unit': 'g', 'sodium_value': 0.64, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:58:31
Eau,Ain Soltane,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles","France, en:morocco",Eau,"{'bicarbonate': 0.0402, 'bicarbonate_100g': 0.0402, 'bicarbonate_label': '0', 'bicarbonate_unit': 'mg', 'bicarbonate_value': 40.2, 'calcium': 0.007, 'calcium_100g': 0.007, 'calcium_label': '0', 'calcium_unit': 'mg', 'calcium_value': 7, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'chloride': 0.00071, 'chloride_100g': 0.00071, 'chloride_label': '0', 'chloride_unit': 'mg', 'chloride_value': 0.71, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kcal', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.0044, 'magnesium_100g': 0.0044, 'magnesium_label': '0', 'magnesium_unit': 'mg', 'magnesium_value': 4.4, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 0.0001, 'potassium_100g': 0.0001, 'potassium_label': '0', 'potassium_unit': 'mg', 'potassium_value': 0.1, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:58:31
Protein packed lentil cakes,Kallo,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Puffed pulse cakes,Puffed lentil cakes,lentil","France, en:united-kingdom","Lentil flour (85%), corn flour, buckwheat","{'carbohydrates': 4, 'carbohydrates_100g': 60.6, 'carbohydrates_serving': 4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4, 'energy': 105, 'energy-kcal': 25, 'energy-kcal_100g': 379, 'energy-kcal_serving': 25, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 25, 'energy-kcal_value_computed': 25.1, 'energy_100g': 1590, 'energy_serving': 105, 'energy_unit': 'kcal', 'energy_value': 25, 'fat': 0.1, 'fat_100g': 1.52, 'fat_serving': 0.1, 'fat_unit': 'g', 'fat_value': 0.1, 'fiber': 0.5, 'fiber_100g': 7.58, 'fiber_serving': 0.5, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 85, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 85, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 85, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 85, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -17, 'nutrition-score-fr_100g': -17, 'proteins': 1.8, 'proteins_100g': 27.3, 'proteins_serving': 1.8, 'proteins_unit': 'g', 'proteins_value': 1.8, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0.1, 'sugars_100g': 1.52, 'sugars_serving': 0.1, 'sugars_unit': 'g', 'sugars_value': 0.1}",2025-11-27 17:58:31
Cheese Oatcakes,nairn's,"Snacks, Salty snacks, Appetizers, Biscuits and crackers, Crackers(Appetizers), Aperitivos, Botanas, Snacks-salados, en:biscuits","Francia,Reino Unido","Wholegrain _Oats_ (71%), Cheese (15%) (_Milk_), Sustainable Palm Fruit Oil, Sea Salt, Raising Agent: Sodium Bicarbonate.","{'carbohydrates': 44.7, 'carbohydrates_100g': 44.7, 'carbohydrates_serving': 44.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 44.7, 'choline': 0, 'choline_100g': 0, 'choline_serving': 0, 'choline_unit': 'mg', 'choline_value': 0, 'energy': 1979, 'energy-kcal': 473, 'energy-kcal_100g': 473, 'energy-kcal_serving': 473, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 473, 'energy-kcal_value_computed': 487, 'energy_100g': 1980, 'energy_serving': 1979, 'energy_unit': 'kcal', 'energy_value': 473, 'fat': 26.6, 'fat_100g': 26.6, 'fat_serving': 26.6, 'fat_unit': 'g', 'fat_value': 26.6, 'fiber': 7.2, 'fiber_100g': 7.2, 'fiber_serving': 7.2, 'fiber_unit': 'g', 'fiber_value': 7.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 24, 'nutrition-score-fr_100g': 24, 'proteins': 13.6, 'proteins_100g': 13.6, 'proteins_serving': 13.6, 'proteins_unit': 'g', 'proteins_value': 13.6, 'salt': 2.8, 'salt_100g': 2.8, 'salt_serving': 2.8, 'salt_unit': 'g', 'salt_value': 2.8, 'saturated-fat': 12, 'saturated-fat_100g': 12, 'saturated-fat_serving': 12, 'saturated-fat_unit': 'g', 'saturated-fat_value': 12, 'sodium': 1.12, 'sodium_100g': 1.12, 'sodium_serving': 1.12, 'sodium_unit': 'g', 'sodium_value': 1.12, 'starch': 0, 'starch_100g': 0, 'starch_serving': 0, 'starch_unit': 'g', 'starch_value': 0, 'sugars': 0.6, 'sugars_100g': 0.6, 'sugars_serving': 0.6, 'sugars_unit': 'g', 'sugars_value': 0.6}",2025-11-27 17:58:31
Dark Chocolate,Fin Carré,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","Finland,France,Germany,Italy,Latvia,Switzerland,United Kingdom,United States,Czech Republic","sugar, cocoa mass, cocoa butter, emulsifier (sunflower lecithins), vanilla extract","{'carbohydrates': 52.4, 'carbohydrates_100g': 52.4, 'carbohydrates_serving': 52.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 52.4, 'carbon-footprint-from-known-ingredients_product': 245, 'carbon-footprint-from-known-ingredients_serving': 103, 'cocoa': 50, 'cocoa_100g': 50, 'cocoa_label': 'Cocoa (minimum)', 'cocoa_serving': 50, 'cocoa_unit': 'g', 'cocoa_value': 50, 'energy': 2222, 'energy-kcal': 531, 'energy-kcal_100g': 531, 'energy-kcal_serving': 531, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 531, 'energy-kcal_value_computed': 530.9, 'energy_100g': 2222, 'energy_serving': 2220, 'energy_unit': 'kcal', 'energy_value': 531, 'fat': 31.5, 'fat_100g': 31.5, 'fat_serving': 31.5, 'fat_unit': 'g', 'fat_value': 31.5, 'fiber': 7.5, 'fiber_100g': 7.5, 'fiber_serving': 7.5, 'fiber_unit': 'g', 'fiber_value': 7.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 24, 'nutrition-score-fr_100g': 24, 'proteins': 5.7, 'proteins_100g': 5.7, 'proteins_serving': 5.7, 'proteins_unit': 'g', 'proteins_value': 5.7, 'salt': 0.01, 'salt_100g': 0.01, 'salt_serving': 0.01, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 18.9, 'saturated-fat_100g': 18.9, 'saturated-fat_serving': 18.9, 'saturated-fat_unit': 'g', 'saturated-fat_value': 18.9, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_serving': 0.004, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 47.7, 'sugars_100g': 47.7, 'sugars_serving': 47.7, 'sugars_unit': 'g', 'sugars_value': 47.7}",2025-11-27 17:58:31
Wholegrain Wheat Bixies,Crownfield - Lidl,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Sweet snacks, Cereals and their products, Biscuits and cakes, Breakfast cereals, Biscuits","Ireland, Malta","94% wholegrain  wheat ,  barley  malt extract, sugar, salt, niacin, iron, riboflavin, thiamin, folic acid","{'carbohydrates': 27.1, 'carbohydrates_100g': 67.8, 'carbohydrates_serving': 27.1, 'carbohydrates_unit': 'g', 'carbohydrates_value': 27.1, 'energy': 607, 'energy-kcal': 145, 'energy-kcal_100g': 362, 'energy-kcal_serving': 145, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 145, 'energy-kcal_value_computed': 144.5, 'energy_100g': 1520, 'energy_serving': 607, 'energy_unit': 'kcal', 'energy_value': 145, 'fat': 0.9, 'fat_100g': 2.25, 'fat_serving': 0.9, 'fat_unit': 'g', 'fat_value': 0.9, 'fiber': 3.8, 'fiber_100g': 9.5, 'fiber_serving': 3.8, 'fiber_unit': 'g', 'fiber_value': 3.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -5, 'nutrition-score-fr_100g': -5, 'proteins': 5.1, 'proteins_100g': 12.7, 'proteins_serving': 5.1, 'proteins_unit': 'g', 'proteins_value': 5.1, 'salt': 0.09, 'salt_100g': 0.225, 'salt_serving': 0.09, 'salt_unit': 'g', 'salt_value': 0.09, 'saturated-fat': 0.2, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.2, 'sodium': 0.036, 'sodium_100g': 0.09, 'sodium_serving': 0.036, 'sodium_unit': 'g', 'sodium_value': 0.036, 'sugars': 1.2, 'sugars_100g': 3, 'sugars_serving': 1.2, 'sugars_unit': 'g', 'sugars_value': 1.2, 'vitamin-pp': 1.53e-05, 'vitamin-pp_100g': 3.82e-05, 'vitamin-pp_label': '0', 'vitamin-pp_serving': 1.53e-05, 'vitamin-pp_unit': 'g', 'vitamin-pp_value': 1.53e-05}",2025-11-27 17:58:31
Granola LU,LU,"Snacks,Desserts,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,en:biscuits-et-gâteaux,en:snacks-sucrés",France,"Farine de blé 34 %, chocolat 33 % (sucre, pâte de cacao, graisses végétales (palme et karité en proportions variables), dextrose, beurre de cacao, lécithines de soja), huile de palme, sucre, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, colorant (carotènes), arôme, lait écrémé en poudre. Peut contenir des œufs et des fruits à coque.","{'carbohydrates': 60, 'carbohydrates_100g': 60, 'carbohydrates_serving': 13.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 60, 'carbon-footprint-from-known-ingredients_100g': 204.46, 'carbon-footprint-from-known-ingredients_product': 376, 'carbon-footprint-from-known-ingredients_serving': 47, 'energy': 2104, 'energy-kcal': 503, 'energy-kcal_100g': 503, 'energy-kcal_serving': 116, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 503, 'energy-kcal_value_computed': 503.4, 'energy-kj': 2104, 'energy-kj_100g': 2104, 'energy-kj_serving': 484, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2104, 'energy-kj_value_computed': 2105.3, 'energy_100g': 2104, 'energy_serving': 484, 'energy_unit': 'kJ', 'energy_value': 2104, 'fat': 26, 'fat_100g': 26, 'fat_serving': 5.98, 'fat_unit': 'g', 'fat_value': 26, 'fiber': 3.3, 'fiber_100g': 3.3, 'fiber_serving': 0.759, 'fiber_unit': 'g', 'fiber_value': 3.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate_100g': 0, 'fruits-vegetables-nuts-estimate_label': '0', 'fruits-vegetables-nuts-estimate_serving': 0, 'fruits-vegetables-nuts-estimate_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 29, 'nutrition-score-fr_100g': 29, 'proteins': 5.7, 'proteins_100g': 5.7, 'proteins_serving': 1.31, 'proteins_unit': 'g', 'proteins_value': 5.7, 'salt': 1, 'salt_100g': 1, 'salt_serving': 0.23, 'salt_unit': 'g', 'salt_value': 1, 'saturated-fat': 14, 'saturated-fat_100g': 14, 'saturated-fat_serving': 3.22, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14, 'sodium': 0.4, 'sodium_100g': 0.4, 'sodium_serving': 0.092, 'sodium_unit': 'g', 'sodium_value': 0.4, 'sugars': 36, 'sugars_100g': 36, 'sugars_serving': 8.28, 'sugars_unit': 'g', 'sugars_value': 36}",2025-11-27 17:58:31
Cuites au four nature,Lay’s,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Crisps made from reconstituted potato","Belgium,France,Réunion","Flocons de pommes de terre (65%),amidon,huile de tournesol,sucre,base aromatisante sel de mer (sel de mer, arômes),émulsifiant (lécithine de tournesol),colorant (norbixine de rocou)","{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 73, 'carbohydrates_100g': 73, 'carbohydrates_serving': 21.9, 'carbohydrates_unit': 'g', 'carbohydrates_value': 73, 'carbon-footprint-from-known-ingredients_product': 51.5, 'carbon-footprint-from-known-ingredients_serving': 11.9, 'energy': 1860, 'energy-kcal': 442, 'energy-kcal_100g': 442, 'energy-kcal_serving': 133, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 442, 'energy-kcal_value_computed': 445, 'energy-kj': 1860, 'energy-kj_100g': 1860, 'energy-kj_serving': 558, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1860, 'energy-kj_value_computed': 1871.9, 'energy_100g': 1860, 'energy_serving': 558, 'energy_unit': 'kJ', 'energy_value': 1860, 'fat': 13, 'fat_100g': 13, 'fat_serving': 3.9, 'fat_unit': 'g', 'fat_value': 13, 'fiber': 6.2, 'fiber_100g': 6.2, 'fiber_serving': 1.86, 'fiber_unit': 'g', 'fiber_value': 6.2, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 8, 'nutrition-score-fr_100g': 8, 'proteins': 5.9, 'proteins_100g': 5.9, 'proteins_serving': 1.77, 'proteins_unit': 'g', 'proteins_value': 5.9, 'salt': 0.84, 'salt_100g': 0.84, 'salt_serving': 0.252, 'salt_unit': 'g', 'salt_value': 0.84, 'saturated-fat': 1.4, 'saturated-fat_100g': 1.4, 'saturated-fat_serving': 0.42, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.4, 'sodium': 0.336, 'sodium_100g': 0.336, 'sodium_serving': 0.101, 'sodium_unit': 'g', 'sodium_value': 0.336, 'sugars': 5.3, 'sugars_100g': 5.3, 'sugars_serving': 1.59, 'sugars_unit': 'g', 'sugars_value': 5.3}",2025-11-27 17:58:31
Cruesli Chocolat noir,Quaker,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Cereales de chocolate,en:Breakfast cereals rich in fibre,en:Crunchy cereal clusters,en:Cereal clusters with chocolate","Bélgica,Francia,Polinesia Francesa,Italia,Nueva Caledonia,Reunión,España,Suiza","full oats (37%), dark chocolate* (12%) (cocoa, sugar, natural vanilla flavour, emulsifiers (soy lecithin, polyglycerol polyricinoleate)),sunflower oil,sugar,complete wheat (9,6%),glucose syrup,oligofructose,rice flours and wheat (1,9%),dried coconut,molasses,salt,cinnamon,caramelized sugar,flavourings,antioxidant (tocopherol),*dark chocolate contains a minimum of 65% cocoa,","{'carbohydrates': 57, 'carbohydrates_100g': 57, 'carbohydrates_serving': 25.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 57, 'carbon-footprint-from-known-ingredients_100g': 62.22, 'carbon-footprint-from-known-ingredients_product': 280, 'carbon-footprint-from-known-ingredients_serving': 28, 'energy': 1906, 'energy-kcal': 455, 'energy-kcal_100g': 455, 'energy-kcal_serving': 205, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 455, 'energy-kcal_value_computed': 451.4, 'energy-kj': 1906, 'energy-kj_100g': 1906, 'energy-kj_serving': 858, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1906, 'energy-kj_value_computed': 1889.7, 'energy_100g': 1906, 'energy_serving': 858, 'energy_unit': 'kJ', 'energy_value': 1906, 'fat': 19, 'fat_100g': 19, 'fat_serving': 8.55, 'fat_unit': 'g', 'fat_value': 19, 'fiber': 10, 'fiber_100g': 10, 'fiber_serving': 4.5, 'fiber_unit': 'g', 'fiber_value': 10, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.95, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.95, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.95, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.95, 'magnesium': 0.061, 'magnesium_100g': 0.061, 'magnesium_serving': 0.0274, 'magnesium_unit': 'mg', 'magnesium_value': 61, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 10, 'nutrition-score-fr_100g': 10, 'phosphorus': 0.194, 'phosphorus_100g': 0.194, 'phosphorus_serving': 0.0873, 'phosphorus_unit': 'mg', 'phosphorus_value': 194, 'proteins': 8.1, 'proteins_100g': 8.1, 'proteins_serving': 3.65, 'proteins_unit': 'g', 'proteins_value': 8.1, 'salt': 0.48, 'salt_100g': 0.48, 'salt_serving': 0.216, 'salt_unit': 'g', 'salt_value': 0.48, 'saturated-fat': 4.9, 'saturated-fat_100g': 4.9, 'saturated-fat_serving': 2.21, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4.9, 'sodium': 0.192, 'sodium_100g': 0.192, 'sodium_serving': 0.0864, 'sodium_unit': 'g', 'sodium_value': 0.192, 'sugars': 16, 'sugars_100g': 16, 'sugars_serving': 7.2, 'sugars_unit': 'g', 'sugars_value': 16, 'vitamin-b1': 0.00018, 'vitamin-b1_100g': 0.00018, 'vitamin-b1_serving': 8.1e-05, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 0.18}",2025-11-27 17:58:31
Country Crisp 4 Baies,Jordans,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Surgelés,Céréales pour petit-déjeuner,Céréales aux fruits,Mueslis,Mueslis aux fruits,Pépites de céréales croustillantes,Pépites de céréales aux fruits,Céréales pour petit déjeuner riches en fibres","France,Suisse","Céréales complètes (54%) (flocons d’avoine, farine d’avoine), sucre, flocons d’orge, huile végétale (huile de colza et de tournesol en proportions variables), farine de riz, baies lyophilisées (2,5%) (groseilles entières, cassis entiers, myrtilles entières, cranberries en tranches), noix de coco séchée, arôme naturel.","{'carbohydrates': 67, 'carbohydrates_100g': 67, 'carbohydrates_serving': 30.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 67, 'carbon-footprint-from-known-ingredients_100g': 16.2, 'carbon-footprint-from-known-ingredients_product': 89.1, 'carbon-footprint-from-known-ingredients_serving': 7.29, 'energy': 1818, 'energy-kcal': 432, 'energy-kcal_100g': 432, 'energy-kcal_serving': 194, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 432, 'energy-kcal_value_computed': 433.4, 'energy-kj': 1818, 'energy-kj_100g': 1818, 'energy-kj_serving': 818, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1818, 'energy-kj_value_computed': 1822.7, 'energy_100g': 1818, 'energy_serving': 818, 'energy_unit': 'kJ', 'energy_value': 1818, 'fat': 13, 'fat_100g': 13, 'fat_serving': 5.85, 'fat_unit': 'g', 'fat_value': 13, 'fiber': 6, 'fiber_100g': 6, 'fiber_serving': 2.7, 'fiber_unit': 'g', 'fiber_value': 6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.901785714285722, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.901785714285722, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 4.92857142857144, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 4.92857142857144, 'magnesium': 0.0664, 'magnesium_100g': 0.0664, 'magnesium_label': 'Magnesium', 'magnesium_serving': 0.0299, 'magnesium_unit': 'g', 'magnesium_value': 0.0664, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 8, 'nutrition-score-fr_100g': 8, 'phosphorus': 0.216, 'phosphorus_100g': 0.216, 'phosphorus_label': 'Phosphorus', 'phosphorus_serving': 0.0972, 'phosphorus_unit': 'g', 'phosphorus_value': 0.216, 'proteins': 9.1, 'proteins_100g': 9.1, 'proteins_serving': 4.09, 'proteins_unit': 'g', 'proteins_value': 9.1, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.0135, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 1.8, 'saturated-fat_100g': 1.8, 'saturated-fat_serving': 0.81, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.8, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.0054, 'sodium_unit': 'g', 'sodium_value': 0.012, 'sugars': 20, 'sugars_100g': 20, 'sugars_serving': 9, 'sugars_unit': 'g', 'sugars_value': 20}",2025-11-27 17:58:31
